latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,source,temp_c,datetime,dt_nearest_hour
34.08562,-118.56403,302.1,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,288.22,1.29,N,J2,15.07000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07992,-118.56213,302.45,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.15,1.18,N,J2,12.0,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08579,-118.58636,339.7,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,303.23,14.19,N,J2,30.08000000000004,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03476,-118.52753,300.18,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.04,0.97,N,J2,11.890000000000043,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03561,-118.53104,300.5,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.05,0.91,N,J2,11.900000000000034,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03962,-118.54737,304.96,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.59,1.96,N,J2,11.439999999999998,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04129,-118.55421,307.16,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.85,2.61,N,J2,10.700000000000045,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04297,-118.5611,300.88,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.9,1.12,N,J2,10.75,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07003,-118.67194,317.56,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,288.55,11.31,N,J2,15.400000000000034,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04049,-118.55093,348.34,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,288.42,2.61,N,J2,15.270000000000039,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07131,-118.67722,345.44,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,292.03,11.31,N,J2,18.879999999999995,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03888,-118.5229,303.68,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.09,0.97,N,J2,11.939999999999998,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.0397,-118.52623,299.95,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.1,0.97,N,J2,10.950000000000045,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04051,-118.52956,307.37,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.35,0.91,N,J2,14.200000000000045,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04128,-118.53271,295.42,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.06,0.91,N,J2,10.910000000000025,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04212,-118.53614,312.25,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.73,1.94,N,J2,11.580000000000041,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04287,-118.53922,316.78,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.63,1.94,N,J2,14.480000000000018,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04375,-118.54282,306.57,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,286.94,1.96,N,J2,13.79000000000002,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04464,-118.54644,313.96,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,288.7,1.96,N,J2,15.550000000000011,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04546,-118.54979,314.58,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.13,2.61,N,J2,10.980000000000018,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07616,-118.67571,332.86,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,286.68,11.31,N,J2,13.53000000000003,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04292,-118.51791,301.38,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.22,1.26,N,J2,12.07000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06654,-118.67905,318.15,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,284.39,3.56,N,J2,11.240000000000009,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04377,-118.52139,302.9,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,286.86,1.35,N,J2,13.710000000000036,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06517,-118.6734,310.45,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,286.45,3.56,N,J2,13.300000000000011,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07821,-118.67048,322.46,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,285.86,6.19,N,J2,12.710000000000036,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.19408,-118.13942,305.98,0.34,0.56,2025-01-09,10:21,N21,nominal,2.0NRT,286.48,1.13,N,J2,13.330000000000041,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
33.61354,-117.82165,303.43,0.36,0.57,2025-01-09,10:21,N21,nominal,2.0NRT,280.19,0.55,N,J2,7.0400000000000205,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
33.79376,-118.23583,295.24,0.34,0.56,2025-01-09,10:21,N21,nominal,2.0NRT,283.59,0.84,N,J2,10.439999999999998,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
33.81522,-118.23571,297.72,0.34,0.56,2025-01-09,10:21,N21,nominal,2.0NRT,282.77,1.04,N,J2,9.620000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
33.81693,-118.24276,296.74,0.34,0.56,2025-01-09,10:21,N21,nominal,2.0NRT,284.63,1.59,N,J2,11.480000000000018,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
33.85455,-118.33174,301.58,0.33,0.56,2025-01-09,10:21,N21,nominal,2.0NRT,285.54,1.8,N,J2,12.390000000000043,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
33.71458,-117.71133,299.78,0.36,0.58,2025-01-09,10:21,N21,nominal,2.0NRT,279.74,0.7,N,J2,6.590000000000032,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03994,-118.64066,296.97,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,283.89,2.76,N,J2,10.740000000000009,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04343,-118.63345,324.32,0.64,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,283.04,3.53,N,J2,9.890000000000043,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03416,-118.52852,295.46,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.76,0.96,N,J2,10.610000000000014,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03887,-118.54832,304.12,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.96,1.17,N,J2,10.810000000000002,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03974,-118.55196,302.77,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.61,0.87,N,J2,11.460000000000036,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.0405,-118.55518,300.67,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.38,0.87,N,J2,10.230000000000018,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04216,-118.56216,301.11,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.86,1.0,N,J2,10.710000000000036,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06973,-118.6785,313.67,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,284.62,7.36,N,J2,11.470000000000027,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06845,-118.67316,337.53,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,293.43,11.95,N,J2,20.28000000000003,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07333,-118.67181,313.92,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,287.34,6.19,N,J2,14.189999999999998,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07454,-118.67684,337.67,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,290.51,15.64,N,J2,17.360000000000014,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07693,-118.66508,337.12,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,284.23,6.19,N,J2,11.080000000000041,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.03958,-118.63277,317.13,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,282.14,4.08,N,J2,8.990000000000009,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.0446,-118.5248,301.38,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.72,1.35,N,J2,12.57000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04788,-118.53822,318.48,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,288.56,2.75,N,J2,15.410000000000025,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04873,-118.54168,308.44,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.27,1.69,N,J2,14.120000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07499,-118.56335,295.14,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.35,1.18,N,J2,11.200000000000045,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07666,-118.57028,306.69,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.12,8.26,N,J2,13.970000000000027,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07761,-118.57417,296.44,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.82,8.26,N,J2,12.670000000000016,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07854,-118.57801,304.8,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,286.81,16.67,N,J2,13.660000000000025,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08012,-118.58453,300.69,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,285.49,14.19,N,J2,12.340000000000032,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07423,-118.56024,324.19,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.21,1.2,N,J2,14.060000000000002,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08088,-118.58765,329.33,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,286.0,14.19,N,J2,12.850000000000023,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08165,-118.59083,352.56,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,292.08,23.55,N,J2,18.930000000000007,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08241,-118.59397,339.71,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,314.58,23.55,N,J2,41.43000000000001,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.0832,-118.59726,342.93,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,283.57,49.87,N,J2,10.420000000000016,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07637,-118.54749,295.65,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.66,0.8,N,J2,11.510000000000048,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07711,-118.55051,296.26,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.56,1.02,N,J2,11.410000000000025,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07922,-118.55923,295.17,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.57,1.2,N,J2,11.420000000000016,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08068,-118.56522,309.59,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.22,1.18,N,J2,14.07000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08146,-118.56845,307.84,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.3,8.26,N,J2,14.150000000000034,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08231,-118.57195,348.18,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,309.65,8.26,N,J2,36.5,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08321,-118.57568,367.0,0.32,0.54,2025-01-09,10:21,N21,high,2.0NRT,300.65,16.67,N,J2,27.5,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08409,-118.57932,350.83,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,308.34,16.67,N,J2,35.19,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08494,-118.58285,367.0,0.32,0.54,2025-01-09,10:21,N21,high,2.0NRT,294.71,14.19,N,J2,21.560000000000002,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07352,-118.55734,311.28,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,286.26,1.2,N,J2,13.110000000000014,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07209,-118.55145,301.25,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.12,1.02,N,J2,10.970000000000027,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07758,-118.59562,320.4,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,283.6,2.07,N,J2,10.450000000000045,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07018,-118.56517,328.81,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,288.14,3.36,N,J2,14.990000000000009,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04961,-118.54531,302.74,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,286.26,1.69,N,J2,13.110000000000014,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04539,-118.52803,323.57,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,289.42,2.03,N,J2,16.27000000000004,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07848,-118.66393,327.69,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,283.04,7.08,N,J2,9.890000000000043,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07979,-118.66927,322.21,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,285.04,4.94,N,J2,11.890000000000043,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04782,-118.51646,308.32,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,285.69,1.26,N,J2,12.54000000000002,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04869,-118.51998,311.6,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,288.53,1.35,N,J2,15.379999999999995,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.0495,-118.52335,304.16,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,287.17,1.35,N,J2,14.020000000000039,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.05032,-118.52666,308.87,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,286.9,2.03,N,J2,13.75,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.05539,-118.54749,310.23,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.55,1.63,N,J2,11.400000000000034,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.0866,-118.58971,367.0,0.32,0.54,2025-01-09,10:21,N21,high,2.0NRT,287.12,23.55,N,J2,13.970000000000027,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06935,-118.60486,295.81,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,284.23,6.09,N,J2,11.080000000000041,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06844,-118.6011,367.0,0.32,0.54,2025-01-09,10:21,N21,high,2.0NRT,288.95,6.2,N,J2,15.800000000000011,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07162,-118.61418,321.09,0.64,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,286.05,3.72,N,J2,12.900000000000034,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.05445,-118.52207,296.64,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.9,0.57,N,J2,11.75,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06043,-118.54664,315.02,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,282.31,1.29,N,J2,9.160000000000025,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06125,-118.55,307.45,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.43,1.29,N,J2,10.28000000000003,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.08319,-118.64033,316.17,0.63,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,284.52,4.26,N,J2,11.370000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06707,-118.55235,301.43,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.59,0.69,N,J2,10.439999999999998,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06784,-118.5555,298.12,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,283.14,0.69,N,J2,9.990000000000009,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.06931,-118.56159,306.55,0.32,0.55,2025-01-09,10:21,N21,nominal,2.0NRT,284.39,1.94,N,J2,11.240000000000009,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07027,-118.60863,318.04,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,287.22,6.09,N,J2,14.07000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.07937,-118.58145,299.59,0.32,0.54,2025-01-09,10:21,N21,nominal,2.0NRT,285.45,16.67,N,J2,12.300000000000011,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.19323,-118.13598,307.89,0.34,0.56,2025-01-09,10:21,N21,nominal,2.0NRT,286.72,1.64,N,J2,13.57000000000005,2025-01-09 10:21:00+00:00,2025-01-09 10:00:00+00:00
34.04469,-118.54293,301.91,0.7,0.75,2025-01-09,10:49,N,nominal,2.0NRT,284.54,1.3,N,SUOMI,11.390000000000043,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.21763,-118.15547,304.49,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.54,2.62,N,SUOMI,8.390000000000043,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.21543,-118.14827,299.57,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,280.62,1.43,N,SUOMI,7.470000000000027,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20071,-118.14968,296.82,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.64,2.18,N,SUOMI,10.490000000000009,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.19848,-118.14244,296.71,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,284.24,2.18,N,SUOMI,11.090000000000032,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.1962,-118.13501,299.04,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,284.47,2.16,N,SUOMI,11.32000000000005,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.19381,-118.1272,299.83,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.35,2.16,N,SUOMI,10.200000000000045,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.1937,-118.15157,299.43,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.88,1.63,N,SUOMI,10.730000000000018,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.19141,-118.14412,295.79,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.88,1.63,N,SUOMI,10.730000000000018,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.18906,-118.13648,298.58,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,282.97,2.18,N,SUOMI,9.82000000000005,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.18666,-118.12865,298.08,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,282.97,2.18,N,SUOMI,9.82000000000005,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.18676,-118.15368,297.78,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,279.68,1.63,N,SUOMI,6.53000000000003,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09106,-118.06608,303.12,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,275.2,1.29,N,SUOMI,2.0500000000000114,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.08671,-118.06985,298.64,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,275.48,1.29,N,SUOMI,2.330000000000041,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09963,-118.52934,367.0,0.69,0.75,2025-01-09,10:49,N,high,2.0NRT,298.38,31.09,N,SUOMI,25.230000000000018,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09737,-118.52199,355.59,0.7,0.75,2025-01-09,10:49,N,nominal,2.0NRT,290.58,31.09,N,SUOMI,17.430000000000007,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.10303,-118.54037,301.99,0.69,0.75,2025-01-09,10:49,N,nominal,2.0NRT,283.43,18.3,N,SUOMI,10.28000000000003,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09898,-118.55141,331.37,0.69,0.74,2025-01-09,10:49,N,nominal,2.0NRT,285.62,20.15,N,SUOMI,12.470000000000027,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09622,-118.5425,367.0,0.69,0.75,2025-01-09,10:49,N,high,2.0NRT,302.0,20.15,N,SUOMI,28.850000000000023,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09288,-118.53169,367.0,0.69,0.75,2025-01-09,10:49,N,high,2.0NRT,298.73,30.21,N,SUOMI,25.58000000000004,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09037,-118.52356,333.86,0.7,0.75,2025-01-09,10:49,N,nominal,2.0NRT,285.99,30.21,N,SUOMI,12.840000000000032,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09204,-118.55312,331.99,0.69,0.74,2025-01-09,10:49,N,nominal,2.0NRT,285.33,20.15,N,SUOMI,12.180000000000007,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.18328,-118.01849,301.0,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.44,1.77,N,SUOMI,8.29000000000002,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.09395,-118.5593,312.09,0.69,0.74,2025-01-09,10:49,N,nominal,2.0NRT,284.61,9.74,N,SUOMI,11.460000000000036,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20218,-118.05542,295.79,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.02,5.83,N,SUOMI,7.8700000000000045,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.21049,-118.08255,310.73,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.57,4.29,N,SUOMI,8.420000000000016,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20877,-118.06138,330.28,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.41,6.25,N,SUOMI,10.260000000000048,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.21598,-118.08447,299.3,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.54,2.36,N,SUOMI,8.390000000000043,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20864,-118.08533,328.14,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,282.34,3.75,N,SUOMI,9.189999999999998,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.21268,-118.0983,297.72,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,279.48,3.92,N,SUOMI,6.330000000000041,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20673,-118.07925,304.23,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,282.64,3.75,N,SUOMI,9.490000000000009,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20333,-118.06836,318.79,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.03,6.49,N,SUOMI,9.879999999999995,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.20065,-118.05977,302.72,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.67,2.98,N,SUOMI,8.520000000000039,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.22145,-118.15079,297.4,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.14,1.26,N,SUOMI,7.990000000000009,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.1809,-118.021,299.73,0.73,0.76,2025-01-09,10:49,N,nominal,2.0NRT,281.09,1.71,N,SUOMI,7.939999999999998,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.21605,-118.15782,297.55,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,280.77,2.67,N,SUOMI,7.6200000000000045,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.19948,-118.1291,296.68,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,282.66,1.01,N,SUOMI,9.510000000000048,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.19918,-118.15247,297.99,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,283.78,2.06,N,SUOMI,10.629999999999995,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
34.1969,-118.14517,296.63,0.72,0.76,2025-01-09,10:49,N,nominal,2.0NRT,284.33,3.0,N,SUOMI,11.180000000000007,2025-01-09 10:49:00+00:00,2025-01-09 11:00:00+00:00
